flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
VLG1432,32A,2018-04-13,08:55,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 08:50,12,17,Lluvia Moderada,501 - 514,B43,2018-04-13,10:10,BILBAO,BIO,O,El vuelo ha aterrizado a las 09:47,7,17,Lluvia,N,2,2018-04-13 11:42:07
IBB107,BOMBARDIER CRJ-1000,2018-04-13,08:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 08:37,16,21,Cubierto De Nubes Altas Y Medias,103 - 108,A09,2018-04-13,08:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:05,17,22,Nubosidad Variable,1,2,2018-04-13 11:42:54
IBB115,ATR-72,2018-04-13,08:15,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 08:15,16,21,Cubierto De Nubes Altas Y Medias,103 - 108,A13,2018-04-13,08:45,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 08:42,17,22,Nubosidad Variable,1,1,2018-04-13 11:42:55
IBB606,ATR-72,2018-04-13,08:30,LA PALMA,SPC,N,El vuelo ha despegado a las 08:28,16,21,Cubierto De Nubes Altas Y Medias,01 - 02,4,2018-04-13,09:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:00,17,22,Nubosidad Variable,1,3,2018-04-13 11:42:56
IBB105,ATR-72,2018-04-13,08:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 08:31,16,21,Cubierto De Nubes Altas Y Medias,103 - 108,A07,2018-04-13,09:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:03,17,22,Nubosidad Variable,1,3,2018-04-13 11:42:57
RYR5278,BOEING 737-800 WINGLETS,2018-04-13,07:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha despegado a las 07:15,6,14,Chubascos Dispersos,357 - 360,C48,2018-04-13,09:10,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 08:54,17,22,Nubosidad Variable,1,1,2018-04-13 11:42:58
IBB453,ATR-42/72,2018-04-13,08:25,LANZAROTE,ACE,2,El vuelo ha despegado a las 08:24,17,22,Nubosidad Variable,M3 - M4,P3,2018-04-13,09:15,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:15,17,22,Nubosidad Variable,1,3,2018-04-13 11:44:59
IBK6306,BOEING 737-800 WINGLETS,2018-04-13,07:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 07:23,6,14,Chubascos Dispersos,545 - 550,E71,2018-04-13,09:15,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 08:59,17,22,Nubosidad Variable,1,1,2018-04-13 11:44:59
IBB415,ATR-42/72,2018-04-13,08:30,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 08:26,16,22,Nubosidad Variable,36 - 37,6,2018-04-13,09:20,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:12,17,22,Nubosidad Variable,1,3,2018-04-13 11:45:00
CNF413,ATR-72,2018-04-13,08:50,LA PALMA,SPC,N,El vuelo ha despegado a las 08:43,16,21,Cubierto De Nubes Altas Y Medias,07 - 07,9,2018-04-13,09:20,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:14,17,22,Nubosidad Variable,1,1,2018-04-13 11:45:01
CNF612,ATR-42/72,2018-04-13,08:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 08:00,17,22,Nubosidad Variable,12 - 12,4C,2018-04-13,08:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:38,16,21,Cubierto De Nubes Altas Y Medias,01,12,2018-04-13 11:42:14
AEA9404,ATR-72,2018-04-13,08:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 08:09,17,22,Nubosidad Variable,14 - 14,4B,2018-04-13,08:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:49,16,21,Cubierto De Nubes Altas Y Medias,01,13,2018-04-13 11:42:15
IBB102,BOMBARDIER CRJ-1000,2018-04-13,08:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 08:02,17,22,Nubosidad Variable,21 - 26,2,2018-04-13,08:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:39,16,21,Cubierto De Nubes Altas Y Medias,01,11,2018-04-13 11:42:16
IBB203,ATR-72,2018-04-13,08:05,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 07:57,16,22,Nubosidad Variable,36 - 37,12,2018-04-13,08:45,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:42,16,21,Cubierto De Nubes Altas Y Medias,01,11,2018-04-13 11:42:17
AEA9432,ATR-72,2018-04-13,08:10,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 08:04,16,22,Nubosidad Variable,41 - 41,16,2018-04-13,08:50,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:46,16,21,Cubierto De Nubes Altas Y Medias,01,13,2018-04-13 11:42:18
AEA9156,AIRBUS A330-200,2018-04-13,07:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 07:19,6,14,Chubascos Dispersos,505 - 520,D58,2018-04-13,09:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:00,16,21,Cubierto De Nubes Altas Y Medias,01,16,2018-04-13 11:42:19
IBB501,BOMBARDIER CRJ-1000,2018-04-13,08:15,LANZAROTE,ACE,2,The flight took off at 08:10,17,22,Nubosidad Variable,M3 - M4,P4,2018-04-13,09:00,GRAN CANARIA,LPA,-,The flight landed at 08:53,16,21,Cubierto De Nubes Altas Y Medias,01,12,2018-04-13 11:42:20
IBB104,ATR-42/72,2018-04-13,08:30,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 08:28,17,22,Nubosidad Variable,21 - 26,4A,2018-04-13,09:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:12,16,21,Cubierto De Nubes Altas Y Medias,01,11,2018-04-13 11:42:21
VLG3508,AIRBUS A320,2018-04-13,09:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:29,12,17,Lluvia Moderada,501 - 514,B51,2018-04-13,10:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 10:17,13,17,Lluvia Débil,02,06,2018-04-13 11:43:01
AEA6031,EMBRAER ERJ-195,2018-04-13,08:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 08:28,6,14,Chubascos Dispersos,505 - 520,E78,2018-04-13,09:40,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 09:51,12,17,Lluvia,NT,15,2018-04-13 11:42:05
AEA4004,EMBRAER ERJ-195,2018-04-13,09:00,VALENCIA,VLC,1,El vuelo ha despegado a las 08:58,11,21,Nubosidad Variable,15 - 24,C10,2018-04-13,09:55,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:04,12,17,Lluvia,NT,14,2018-04-13 11:46:04
RYR2051,BOEING 737-800 WINGLETS,2018-04-13,08:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha despegado a las 08:36,6,14,Chubascos Dispersos,357 - 360,C36,2018-04-13,10:10,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:11,12,17,Lluvia,NT,18,2018-04-13 11:47:25
IBE8331,CANADAIR CRJ-200,2018-04-13,10:45,BADAJOZ,BJZ,1,El vuelo ha despegado a las 10:32,6,16,Chubascos Dispersos,4 - 4,1,2018-04-13,11:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 11:29,6,14,Chubascos Dispersos,10,19,2018-04-13 12:20:04
IBK6307,BOEING 737-800 WINGLETS,2018-04-13,09:55,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:49,17,22,Nubosidad Variable,1 - 3,13,2018-04-13,13:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 13:45,6,14,Chubascos Dispersos,06,16,2018-04-13 12:20:15
AEA6156,BOEING 737-800 WINGLETS,2018-04-13,10:15,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 10:19,12,17,Lluvia,086 - 091,D82,2018-04-13,11:05,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 11:08,12,17,Lluvia,T1_G,01,2018-04-13 12:19:54
IBK6360,BOEING 737-800 WINGLETS,2018-04-13,06:30,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 06:24,17,22,Nubosidad Variable,15 - 17,1,2018-04-13,10:40,BILBAO,BIO,O,El vuelo ha aterrizado a las 10:33,7,17,Lluvia Moderada,N,5,2018-04-13 12:20:00
IBS3835,AIRBUS A321,2018-04-13,06:40,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 06:58,16,21,Nubosidad Variable,205 - 207,C03,2018-04-13,10:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 10:41,6,14,Chubascos Dispersos,10,15,2018-04-13 12:21:38
IBE8595,BOMBARDIER CRJ-1000,2018-04-13,10:40,ALMERIA,LEI,1,El vuelo ha despegado a las 10:47,8,17,Chubascos Dispersos,19 - 21,3,2018-04-13,11:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 11:58,6,14,Chubascos Dispersos,10,19,2018-04-13 12:20:01
AEA9415,ATR-72,2018-04-13,09:10,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:16,16,21,Nubosidad Variable,111 - 112,A11,2018-04-13,09:40,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:49,17,22,Nubosidad Variable,1,2,2018-04-13 12:19:55
VLG9000,32A,2018-04-13,09:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:22,6,14,Chubascos Dispersos,760 - 763,J56,2018-04-13,10:20,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:34,12,17,Lluvia,T1_G,15,2018-04-13 12:21:31
VLG1593,AIRBUS A320,2018-04-13,09:15,SANTANDER-SEVE BALLESTEROS,SDR,N,El vuelo ha despegado a las 09:20,8,15,Lluvia,6 - 7,4,2018-04-13,10:30,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:36,12,17,Lluvia,T1_G,04,2018-04-13 12:21:52
VLG1574,AIRBUS A320,2018-04-13,09:05,ASTURIAS,OVD,1,El vuelo ha despegado a las 09:26,8,14,Lluvia,5 - 6,7,2018-04-13,10:30,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:44,12,17,Lluvia,T1_G,02,2018-04-13 12:21:54
IBE8262,ATR-72,2018-04-13,09:20,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 09:23,8,16,Tormentas Localmente Fuertes,303 - 304,D45,2018-04-13,10:10,MELILLA,MLN,T,El vuelo ha aterrizado a las 10:24,12,18,Chubascos Dispersos,SLL,2,2018-04-13 12:21:05
AEA9059,BOEING 737-800 WINGLETS,2018-04-13,07:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 07:45,6,14,Chubascos Dispersos,505 - 520,E68,2018-04-13,08:55,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:17,17,22,Nubosidad Variable,1,5,2018-04-13 12:21:05
IBB119,BOMBARDIER CRJ-1000,2018-04-13,09:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:10,16,21,Nubosidad Variable,103 - 108,A13,2018-04-13,09:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:38,17,22,Nubosidad Variable,1,3,2018-04-13 12:21:14
IBB608,ATR-42/72,2018-04-13,09:00,LA PALMA,SPC,N,El vuelo ha despegado a las 09:00,16,21,Nubosidad Variable,01 - 02,5,2018-04-13,09:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:31,17,22,Nubosidad Variable,1,2,2018-04-13 12:21:14
IBB656,ATR-72,2018-04-13,08:55,EL HIERRO,VDE,-,El vuelo ha despegado a las 09:03,14,17,Chubascos Dispersos, - ,02,2018-04-13,09:35,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:42,17,22,Nubosidad Variable,1,2,2018-04-13 12:21:23
VLG3260,AIRBUS A320,2018-04-13,07:35,BILBAO,BIO,O,El vuelo ha despegado a las 07:41,7,17,Lluvia Moderada,10 - 13,11,2018-04-13,09:50,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:28,17,22,Nubosidad Variable,1,4,2018-04-13 12:21:25
VOE3583,BOEING 717,2018-04-13,09:20,VALENCIA,VLC,1,El vuelo ha despegado a las 09:21,11,21,Nubosidad Variable,58 - 59,D13,2018-04-13,10:45,ASTURIAS,OVD,1,El vuelo ha aterrizado a las 10:35,8,14,Lluvia,SC,3,2018-04-13 12:21:30
VLG2111,AIRBUS A320,2018-04-13,09:10,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:18,12,17,Lluvia,501 - 514,A20,2018-04-13,10:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha aterrizado a las 10:43,8,16,Tormentas Localmente Fuertes,3,35,2018-04-13 12:21:55
VLG3924,32A,2018-04-13,09:35,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:35,12,17,Lluvia,501 - 514,A08,2018-04-13,10:30,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:22,12,17,Lluvia,NT,13,2018-04-13 12:21:45
AEA1703,ATR-72,2018-04-13,09:50,IBIZA,IBZ,1,El vuelo ha despegado a las 09:46,13,17,Nuboso A Muy Nuboso,42 - 43,01,2018-04-13,10:30,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:31,12,17,Lluvia,NT,11,2018-04-13 12:22:08
VLG3943,AIRBUS A320,2018-04-13,09:10,SEVILLA,SVQ,1,El vuelo ha despegado a las 09:08,8,17,Chubascos Dispersos,M26 - M33,4,2018-04-13,10:40,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:34,12,17,Lluvia,NT,13,2018-04-13 12:22:21
CNF704,ATR-42/72,2018-04-13,08:40,LANZAROTE,ACE,2,El vuelo ha despegado a las 08:36,17,22,Nubosidad Variable,M6 - ,P2,2018-04-13,09:25,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:25,16,21,Nubosidad Variable,01,13,2018-04-13 12:21:52
IBB108,ATR-42/72,2018-04-13,09:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:02,17,22,Nubosidad Variable,21 - 26,4A,2018-04-13,09:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:37,16,21,Nubosidad Variable,01,11,2018-04-13 12:22:00
IBB304,ATR-42/72,2018-04-13,08:40,LA PALMA,SPC,N,El vuelo ha despegado a las 08:36,16,21,Nubosidad Variable,01 - 02,6,2018-04-13,09:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:21,16,21,Nubosidad Variable,01,12,2018-04-13 12:22:08
IBB114,ATR-42/72,2018-04-13,09:15,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:08,17,22,Nubosidad Variable,21 - 26,4B,2018-04-13,09:45,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:47,16,21,Nubosidad Variable,01,11,2018-04-13 12:22:14
IBB611,ATR-42/72,2018-04-13,09:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:01,17,22,Nubosidad Variable,21 - 26,3,2018-04-13,09:30,LA PALMA,SPC,N,El vuelo ha aterrizado a las 09:34,16,21,Nubosidad Variable,LLNT,4,2018-04-13 12:21:58
RYR6396,BOEING 737-800 WINGLETS,2018-04-13,08:50,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 08:49,12,17,Lluvia,B65 - B71,R13,2018-04-13,10:40,SEVILLA,SVQ,1,El vuelo ha aterrizado a las 10:18,8,17,Chubascos Dispersos,B,5,2018-04-13 12:22:34
VLG2224,AIRBUS A320,2018-04-13,09:05,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:12,12,17,Lluvia,501 - 514,A10,2018-04-13,10:45,SEVILLA,SVQ,1,El vuelo ha aterrizado a las 10:49,8,17,Chubascos Dispersos,B,2,2018-04-13 12:22:40
IBB651,ATR-42/72,2018-04-13,09:30,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:35,17,22,Nubosidad Variable,21 - 26,2,2018-04-13,10:00,LA GOMERA,GMZ,-,El vuelo ha aterrizado a las 10:00,16,23,Chubascos Dispersos,-, - ,2018-04-13 12:54:16
AEA7311,EMBRAER ERJ-195,2018-04-13,08:50,VIGO,VGO,1,El vuelo ha despegado a las 09:54,6,15,Chubascos Dispersos,01 - 03,7,2018-04-13,10:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha aterrizado a las 11:11,6,14,Chubascos Dispersos,06,09,2018-04-13 12:54:41
IBS3865,AIRBUS A320,2018-04-13,09:15,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 09:39,8,16,Tormentas Localmente Fuertes,303 - 304,D60,2018-04-13,10:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 10:55,6,14,Chubascos Dispersos,10,18,2018-04-13 12:54:48
IBS3945,AIRBUS A320,2018-04-13,07:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 07:08,17,22,Nubosidad Variable,8 - 11,9,2018-04-13,10:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 11:11,6,14,Chubascos Dispersos,10,17,2018-04-13 12:54:56
IBE0519,AIRBUS A319,2018-04-13,09:25,A CORUÑA,LCG,-,El vuelo ha despegado a las 09:36,10,15,Chubascos Dispersos, - ,3,2018-04-13,10:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 10:54,6,14,Chubascos Dispersos,10,16,2018-04-13 12:55:00
AEA9161,AIRBUS A330-200,2018-04-13,10:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 10:04,16,21,Nubosidad Variable,303 - 307,B02,2018-04-13,13:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 13:54,6,14,Chubascos Dispersos,06,08,2018-04-13 12:53:47
VLG1292,32A,2018-04-13,09:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:23,12,17,Lluvia,501 - 514,A14,2018-04-13,11:10,A CORUÑA,LCG,-,El vuelo ha aterrizado a las 10:59,10,15,Chubascos Dispersos,S1,2,2018-04-13 12:54:32
AEA7233,EMBRAER ERJ-195,2018-04-13,10:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 10:04,6,14,Chubascos Dispersos,505 - 520,E72,2018-04-13,11:25,A CORUÑA,LCG,-,El vuelo ha aterrizado a las 11:16,10,15,Chubascos Dispersos,S1,1,2018-04-13 12:54:37
AEA9047,BOEING 737-800 WINGLETS,2018-04-13,09:55,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 10:21,17,22,Nubosidad Variable,15 - 19,11,2018-04-13,13:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 13:58,6,14,Chubascos Dispersos,06,18,2018-04-13 12:53:43
RYR5279,BOEING 737-800 WINGLETS,2018-04-13,10:10,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 10:01,17,22,Nubosidad Variable,7 - 7,6,2018-04-13,14:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,Llegada prevista a las 13:57,6,14,Chubascos Dispersos,02,12,2018-04-13 12:54:21
IBE8792,ATR-72,2018-04-13,09:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:14,6,14,Chubascos Dispersos,810 - 859,K96,2018-04-13,10:45,MELILLA,MLN,T,El vuelo ha aterrizado a las 10:55,12,18,Chubascos Dispersos,SLL,1,2018-04-13 12:55:06
AAL8576,BOMBARDIER CRJ-1000,2018-04-13,12:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 12:35,6,14,Chubascos Dispersos,810 - 859,K94,2018-04-13,13:15,VALENCIA,VLC,1,Llegada prevista a las 13:15,11,21,Nubosidad Variable,2,4,2018-04-13 12:56:24
VLG3275,AIRBUS A320,2018-04-13,06:45,GRAN CANARIA,LPA,-,The flight took off at 06:56,16,21,Nubosidad Variable,203 - 204,B02,2018-04-13,10:45,BILBAO,BIO,O,The flight landed at 10:59,7,17,Lluvia Moderada,N,5,2018-04-13 12:56:06
VLG3803,32A,2018-04-13,09:20,MENORCA,MAH,1,The flight took off at 09:25,12,17,Lluvia Débil,25 - 26,06,2018-04-13,10:50,BILBAO,BIO,O,The flight landed at 10:54,7,17,Lluvia Moderada,N,3,2018-04-13 12:56:07
VLG1440,32A,2018-04-13,09:55,BARCELONA-EL PRAT,BCN,T1,The flight took off at 09:53,12,17,Lluvia,501 - 514,A16,2018-04-13,11:10,BILBAO,BIO,O,The flight landed at 11:05,7,17,Lluvia Moderada,N,2,2018-04-13 12:56:08
VLG3916,AIRBUS A320,2018-04-13,08:40,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 10:38,12,17,Lluvia,501 - 514,B53,2018-04-13,09:35,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 11:19,12,17,Lluvia,NT,13,2018-04-13 12:55:40
IBK6771,BOEING 737-800 WINGLETS,2018-04-13,09:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 09:51,6,14,Chubascos Dispersos,545 - 550,E81,2018-04-13,11:10,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 11:15,12,17,Lluvia,NT,06,2018-04-13 12:55:57
IBS9525,AIRBUS A320,2018-04-13,10:15,BILBAO,BIO,O,El vuelo ha despegado a las 10:03,7,17,Lluvia Moderada,02 - 03,4,2018-04-13,11:30,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 11:21,12,17,Lluvia,NT,10,2018-04-13 12:56:10
RYR6333,BOEING 737-800 WINGLETS,2018-04-13,08:50,SANTIAGO,SCQ,T,The flight took off at 09:18,10,15,Chubascos Dispersos,23 - 24,8,2018-04-13,10:40,BARCELONA-EL PRAT,BCN,T2 B,The flight landed at 10:58,12,17,Lluvia,B,22,2018-04-13 12:56:00
IBE0930,AIRBUS A320,2018-04-13,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,The flight took off at 09:41,6,14,Chubascos Dispersos,810 - 859,J54,2018-04-13,10:45,BARCELONA-EL PRAT,BCN,T1,The flight landed at 10:54,12,17,Lluvia,T1_G,15,2018-04-13 12:56:00
VLG9742,AIRBUS A320,2018-04-13,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,The flight took off at 09:41,6,14,Chubascos Dispersos,810 - 859,J54,2018-04-13,10:45,BARCELONA-EL PRAT,BCN,T1,The flight landed at 10:54,12,17,Lluvia,T1_G,15,2018-04-13 12:56:01
AAL8733,AIRBUS A320,2018-04-13,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,The flight took off at 09:41,6,14,Chubascos Dispersos,810 - 859,J54,2018-04-13,10:45,BARCELONA-EL PRAT,BCN,T1,The flight landed at 10:54,12,17,Lluvia,T1_G,15,2018-04-13 12:56:03
IBE0930S,AIRBUS A320,2018-04-13,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:41,6,14,Chubascos Dispersos,990 - 993,J54,2018-04-13,10:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:54,12,17,Lluvia,T1_P,00,2018-04-13 12:56:04
AVA6078,AIRBUS A320,2018-04-13,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,The flight took off at 09:41,6,14,Chubascos Dispersos,810 - 859,J54,2018-04-13,10:45,BARCELONA-EL PRAT,BCN,T1,The flight landed at 10:54,12,17,Lluvia,T1_G,15,2018-04-13 12:56:09
VLG2211,AIRBUS A320,2018-04-13,09:15,SEVILLA,SVQ,1,The flight took off at 09:31,8,17,Chubascos Dispersos,M26 - M33,8,2018-04-13,10:50,BARCELONA-EL PRAT,BCN,T1,The flight landed at 11:03,12,17,Lluvia,T1_G,07,2018-04-13 12:56:15
VLG2011,32B,2018-04-13,09:30,GRANADA-JAÉN F.G.L.,GRX,1,The flight took off at 09:46,5,17,Chubascos Dispersos,07 - 08, - ,2018-04-13,10:55,BARCELONA-EL PRAT,BCN,T1,The flight landed at 10:59,12,17,Lluvia,T1_G,06,2018-04-13 12:56:33
CNF804,ATR-72,2018-04-13,09:15,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 09:16,16,22,Nubosidad Variable,39 - 39,12,2018-04-13,09:55,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 10:00,16,21,Nubosidad Variable,01,13,2018-04-13 12:55:25
IBB237,ATR-42/72,2018-04-13,09:20,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 09:15,16,22,Nubosidad Variable,36 - 37,16,2018-04-13,10:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 09:51,16,21,Nubosidad Variable,01,12,2018-04-13 12:55:27
IBB505,ATR-72,2018-04-13,09:30,LANZAROTE,ACE,2,El vuelo ha despegado a las 09:28,17,22,Nubosidad Variable,M3 - M4,P4,2018-04-13,10:15,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 10:23,16,21,Nubosidad Variable,01,11,2018-04-13 12:55:29
AAL8542,BOMBARDIER CRJ-1000,2018-04-13,11:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 12:16,6,14,Chubascos Dispersos,810 - 859,K89,2018-04-13,12:50,ALICANTE-ELCHE,ALC,N,Llegada prevista a las 13:20,11,18,Nubosidad Variable,NT1,4B,2018-04-13 12:56:34
VLG3980,AIRBUS A320,2018-04-13,09:15,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 09:09,12,17,Lluvia,058 - 060,D90,2018-04-13,11:10,SANTIAGO,SCQ,T,El vuelo ha aterrizado a las 10:55,10,15,Chubascos Dispersos,B,1,2018-04-13 12:55:56
IBB123,ATR-72,2018-04-13,09:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:33,16,21,Nubosidad Variable,103 - 108,A08,2018-04-13,10:10,TENERIFE SUR,TFS,A,El vuelo ha aterrizado a las 10:10,17,22,Nubosidad Variable,A,A5,2018-04-13 12:56:07
AEA9462,ATR-72,2018-04-13,09:25,LA PALMA,SPC,N,El vuelo ha despegado a las 09:15,16,21,Nubosidad Variable,14 - 14,4,2018-04-13,10:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 09:51,17,22,Nubosidad Variable,1,2,2018-04-13 12:55:56
AEA9447,ATR-72,2018-04-13,09:20,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:17,16,21,Nubosidad Variable,111 - 112,A07,2018-04-13,10:05,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 10:02,17,22,Nubosidad Variable,4,C1,2018-04-13 12:55:56
